id,pcid,cid,招生代码,zstype,coname,conamememo,bdenji,选测等级,xdenjinuma,xdenjinumb,xdenjicanchange,diploma,yearno,ty,pici,source_pici,source_zscode,招生专业代码,specname,specflag,specnamememo,specnamememolq,specnamememoplan,specnamememolq,specnamememoplan,招生计划增减,xuezi,xuefei,xuancei,sid,speccode,scateid,stypebig,stypesmall,计划招生,录取人数,最高分,最低分,分差,位次,segmenttotalman,linescore,zypingxing,zyzhengqiu,zyfucong,lastplannum,lastlqnum,2018最高分,2018最低分,2018分差,2018位次,lastsegmenttotalman,lastlinescore,lastzypingxing,lastzyzhengqiu,lastzyfucong,is985,is211,isyan,is11c,is11s,collegelevel,collegetype,province,banxuetype,分差2019,位次2019,分差2018,位次2018,分差2017,位次2017,分差2016,位次2016,分差2015,位次2015,isok
290548,42133,71,1105,,河海大学,(南京）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,15,广播电视学,210210697,100325479,"(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)","(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)","广播电视学(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)",,-5,四,5200,√√√√,108,50302,115,文学,新闻传播学类,1,0,0,0,0,0,0,339,0,0,0,6,7,366,365,28,3417,221,337,7,0,0,0,1,1,0,1,A-,工科,江苏,公办院校,0,0,28,3417,26,3281,11,4281,18,2747,1
290549,42133,71,1105,,河海大学,(南京）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,16,劳动与社会保障,110210702,100325478,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),劳动与社会保障(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,-2,四,5200,√√√√,311,120403,180,管理学,公共管理类,2,0,0,0,0,0,0,339,0,0,0,4,5,369,365,28,3417,221,337,5,0,0,0,1,1,0,1,A-,工科,江苏,公办院校,0,0,28,3417,26,3281,13,3678,18,2747,1
292414,44013,72,6401,,云南大学,(昆明）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,1,工商管理类,910292414,100327152,,,工商管理类,,0,四,4000,√√√√,2519,120200,178,管理学,工商管理类,4,4,363,362,23,5215,339,339,4,0,0,4,4,360,357,20,5815,385,337,4,0,0,0,1,0,1,1,A-,综合,云南,公办院校,0,0,20,5815,0,0,0,0,0,0,1
292415,44013,72,6401,,云南大学,(昆明）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,2,经济学类,910292415,100327150,,,经济学类,,0,四,4000,√√√√,2279,20100,101,经济学,经济学类,2,2,363,363,24,4878,337,339,2,0,0,2,2,363,362,25,4160,277,337,2,0,0,0,1,0,1,1,A-,综合,云南,公办院校,0,0,25,4160,0,0,0,0,0,0,1
292416,44013,72,6401,,云南大学,(昆明）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,3,法学,710235455,100327151,,,法学,,-1,四,4000,√√√√,2293,30101,105,法学,法学类,3,3,365,363,24,4878,337,339,3,0,0,4,4,362,357,20,5815,385,337,4,0,0,0,1,0,1,1,A-,综合,云南,公办院校,0,0,20,5815,15,6665,0,0,0,0,1
292417,44013,72,6401,,云南大学,(昆明）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,4,汉语言文学,0,0,(东陆校区)(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),(东陆校区)(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),汉语言文学(东陆校区)(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,36077,四,3400,√√√√,40,50101,113,文学,中国语言文学类,1,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,A-,综合,云南,公办院校,0,0,0,0,0,0,0,0,0,0,0
291579,43178,73,3105,,北京交通大学,,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,1,外国语言文学类,930291579,100326422,(只招英语考生)(口)(该校要求报考该专业英语成绩不低于80分),(只招英语考生)(口)(该校要求报考该专业英语成绩不低于80分),外国语言文学类(只招英语考生)(口)(该校要求报考该专业英语成绩不低于80分),,0,四,5500,√√√√,2331,50200,114,文学,外国语言文学类,2,2,379,379,40,1406,121,339,2,0,0,2,2,373,372,35,2017,160,337,2,0,0,0,1,1,0,1,A-,工科,北京,公办院校,0,0,35,2017,0,0,0,0,0,0,1
291580,43178,73,3105,,北京交通大学,,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,2,新闻传播学类,910291580,100326423,,,新闻传播学类,,0,四,5000,√√√√,2332,50300,115,文学,新闻传播学类,1,1,378,378,39,1527,141,339,1,0,0,1,1,374,374,37,1670,169,337,1,0,0,0,1,1,0,1,A-,工科,北京,公办院校,0,0,37,1670,0,0,0,0,0,0,1
291581,43178,73,3105,,北京交通大学,,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,3,经济管理试验班,210225940,100326424,,,经济管理试验班,,0,四,5000,√√√√,0,,0,,,2,2,380,380,41,1284,122,339,2,0,0,2,2,373,373,36,1839,178,337,2,0,0,0,1,1,0,1,A-,工科,北京,公办院校,0,0,36,1839,38,1261,24,1430,27,1324,1
291582,43178,73,3105,,北京交通大学,,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,4,法学,210225939,100326421,,,法学,,0,四,5000,√√√√,2293,30101,105,法学,法学类,1,1,378,378,39,1527,141,339,1,0,0,1,1,373,373,36,1839,178,337,1,0,0,0,1,1,0,1,A-,工科,北京,公办院校,0,0,36,1839,34,1756,25,1314,27,1324,1
292012,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,3,哲学,120326794,100326794,(南湖校区),(南湖校区),哲学(南湖校区),,36077,四,4500,√√√√,1,10101,100,哲学,哲学类,1,1,378,378,39,1527,141,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,0,0,0,0,0,0,0,0,1
292013,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,4,国际政治,310231453,200326795,,,国际政治,,-2,四,4500,√√√√,16,30202,106,法学,政治学类,1,1,381,381,42,1182,102,339,1,0,0,3,3,375,374,37,1670,169,337,3,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,37,1670,38,1261,23,1598,29,1104,1
292014,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,5,社会学,120326796,200326796,,,社会学,,36077,四,4500,√√√√,18,30301,107,法学,社会学类,1,1,378,378,39,1527,141,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,0,0,0,0,0,0,0,0,1
292015,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,6,国际商务,310231452,0,,,国际商务,,0,四,5850,√√√√,301,120205,178,管理学,工商管理类,3,3,381,379,40,1406,121,339,3,0,0,3,3,377,374,37,1670,169,337,3,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,37,1670,40,1068,24,1430,25,1593,0
292016,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,7,财政学类,910292016,100326798,,,财政学类,,-1,四,5850,√√√√,2284,20200,102,经济学,财政学类,4,4,382,381,42,1182,102,339,4,0,0,5,5,381,376,39,1393,141,337,5,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,39,1393,0,0,0,0,0,0,1
292017,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,8,管理科学与工程类,910292017,100326800,,,管理科学与工程类,,0,四,4500,√√√√,2517,120100,177,管理学,管理科学与工程类,2,2,381,379,40,1406,121,339,2,0,0,2,2,375,374,37,1670,169,337,2,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,37,1670,0,0,0,0,0,0,1
292018,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,9,法学类,910292018,100326801,,,法学类,,-2,四,5850,√√√√,2292,30100,105,法学,法学类,13,13,385,382,43,1074,108,339,13,0,0,15,15,381,377,40,1260,133,337,15,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,40,1260,0,0,0,0,0,0,1
292019,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,10,外国语言文学类,910292019,100326802,(只招英语考生),(只招英语考生),外国语言文学类(只招英语考生),,0,四,5850,√√√√,2331,50200,114,文学,外国语言文学类,4,4,379,378,39,1527,141,339,4,0,0,4,4,376,374,37,1670,169,337,4,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,37,1670,0,0,0,0,0,0,1
292020,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,11,法语,310231462,100326803,(只招英语或法语考生),(只招英语或法语考生),法语(只招英语或法语考生),,0,四,4500,√√√√,48,50204,114,文学,外国语言文学类,1,1,382,382,43,1074,108,339,1,0,0,1,1,378,378,41,1131,129,337,1,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,41,1131,38,1261,23,1598,26,1440,1
292021,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,12,日语,310231456,100326804,(只招英语或日语考生),(只招英语或日语考生),日语(只招英语或日语考生),,1,四,4500,√√√√,51,50207,114,文学,外国语言文学类,2,2,381,380,41,1284,122,339,2,0,0,1,1,376,376,39,1393,141,337,1,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,39,1393,37,1375,23,1598,26,1440,1
292022,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,13,新闻传播学类,310231460,100326805,,,新闻传播学类,,-1,四,4500,√√√√,2332,50300,115,文学,新闻传播学类,2,2,380,380,41,1284,122,339,2,0,0,3,3,376,374,37,1670,169,337,3,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,37,1670,40,1068,25,1314,0,0,1
292023,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,14,管理科学,310231448,100326807,,,管理科学,,0,四,4500,√√√√,292,120101,177,管理学,管理科学与工程类,2,2,380,379,40,1406,121,339,2,0,0,2,2,376,374,37,1670,169,337,2,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,37,1670,38,1261,23,1598,25,1593,1
292024,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,15,经济与贸易类,910292024,100326808,,,经济与贸易类,,0,四,5850,√√√√,2291,20400,104,经济学,经济与贸易类,2,2,382,380,41,1284,122,339,2,0,0,2,2,376,376,39,1393,141,337,2,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,39,1393,0,0,0,0,0,0,1
292025,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,16,会计学,410231449,0,,,会计学,,1,四,5850,√√√√,2521,120203,178,管理学,工商管理类,4,4,384,382,43,1074,108,339,4,0,0,3,3,381,379,42,1012,119,337,3,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,42,1012,42,898,29,864,35,621,0
292026,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,17,公共管理类,910292026,100326810,,,公共管理类,,-1,四,4500,√√√√,2527,120400,180,管理学,公共管理类,3,3,379,379,40,1406,121,339,3,0,0,4,5,377,374,37,1670,169,337,5,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,37,1670,0,0,0,0,0,0,1
292027,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,18,经济学,310231466,0,,,经济学,,-1,四,4500,√√√√,4,20101,101,经济学,经济学类,3,3,382,382,43,1074,108,339,3,0,0,4,4,379,377,40,1260,133,337,4,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,40,1260,42,898,27,1077,29,1104,0
292028,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,19,金融学类,910292028,100326799,,,金融学类,,4,四,5850,√√√√,2286,20300,103,经济学,金融学类,7,7,385,382,43,1074,108,339,7,0,0,3,3,381,381,44,848,86,337,3,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,44,848,0,0,0,0,0,0,1
292029,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,20,工商管理类,910292029,200326809,,,工商管理类,,0,四,5850,√√√√,2519,120200,178,管理学,工商管理类,6,7,381,379,40,1406,121,339,7,0,0,6,6,377,375,38,1534,136,337,6,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,38,1534,0,0,0,0,0,0,1
292030,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,21,财务管理,310231457,0,,,财务管理,,-1,四,5850,√√√√,300,120204,178,管理学,工商管理类,1,1,382,382,43,1074,108,339,1,0,0,2,2,379,379,42,1012,119,337,2,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,42,1012,42,898,29,864,34,691,0
292031,43611,74,5206,,中南财经政法大学,(武汉）,5合格,AB ,8,6,1,本科,2019,文科,本科第一批次,,,22,经济管理试验班,310231461,0,(报考该专业须查阅院校招生章程)(南湖校区),(报考该专业须查阅院校招生章程)(南湖校区),经济管理试验班(报考该专业须查阅院校招生章程)(南湖校区),,-2,四,5850,√√√√,0,,0,,,2,2,383,382,43,1074,108,339,2,0,0,4,2,379,377,40,1260,133,337,2,0,0,0,1,0,0,1,A-,财经,湖北,公办院校,0,0,40,1260,0,0,27,1077,0,0,0
292437,44036,75,7103,,陕西师范大学,(西安）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,1,公共管理类,120327171,100327171,,,公共管理类,,36077,四,3850,√√√√,2527,120400,180,管理学,公共管理类,2,2,368,367,28,3722,253,339,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,A-,师范,陕西,公办院校,0,0,0,0,0,0,0,0,0,0,1
292438,44036,75,7103,,陕西师范大学,(西安）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,2,思想政治教育,120327172,100327172,(师范),(师范),思想政治教育(师范),,36077,四,3850,√√√√,23,30503,109,法学,马克思主义理论类,2,2,369,368,29,3474,248,339,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,A-,师范,陕西,公办院校,0,0,0,0,0,0,0,0,0,0,1
292439,44036,75,7103,,陕西师范大学,(西安）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,3,中国语言文学类,310235768,100327173,,,中国语言文学类,,-2,四,3850,√√√√,2328,50100,113,文学,中国语言文学类,2,2,380,371,32,2754,209,339,2,0,0,4,4,364,362,25,4160,277,337,4,0,0,0,1,0,0,1,A-,师范,陕西,公办院校,0,0,25,4160,24,3778,10,4610,0,0,1
292440,44036,75,7103,,陕西师范大学,(西安）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,4,外国语言文学类,310235767,100327174,(只招英语考生),(只招英语考生),外国语言文学类(只招英语考生),,0,四,4950,√√√√,2331,50200,114,文学,外国语言文学类,2,2,371,370,31,2963,238,339,2,0,0,2,2,364,364,27,3638,257,337,2,0,0,0,1,0,0,1,A-,师范,陕西,公办院校,0,0,27,3638,24,3778,9,4937,0,0,1
292441,44036,75,7103,,陕西师范大学,(西安）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,5,历史学类,910235766,100327176,,,历史学类,,-1,四,3850,√√√√,2335,60100,116,历史学,历史学类,2,2,369,368,29,3474,248,339,2,0,0,3,3,363,362,25,4160,277,337,3,0,0,0,1,0,0,1,A-,师范,陕西,公办院校,0,0,25,4160,22,4281,0,0,0,0,1
292442,44036,75,7103,,陕西师范大学,(西安）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,6,历史学类,910235771,0,"(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)","(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)","历史学类(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)",,1,四,3850,√√√√,2335,60100,116,历史学,历史学类,2,0,0,0,0,0,0,339,0,0,0,1,0,0,0,0,0,0,337,0,0,0,0,1,0,0,1,A-,师范,陕西,公办院校,0,0,0,0,0,0,0,0,0,0,0
292443,44036,75,7103,,陕西师范大学,(西安）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,7,历史学,0,0,(定向西藏就业)(师范)(需提交由考生、家长或监护人亲笔签名的报考高等学校非西藏生源定向西藏就业书面申请，于志愿填报结束后、录取结束前将申请书邮寄或传真至我校招生办公室，电话告知并确认接收成功，无申请书不予录取，详见院校招生章程),(定向西藏就业)(师范)(需提交由考生、家长或监护人亲笔签名的报考高等学校非西藏生源定向西藏就业书面申请，于志愿填报结束后、录取结束前将申请书邮寄或传真至我校招生办公室，电话告知并确认接收成功，无申请书不予录取，详见院校招生章程),历史学(定向西藏就业)(师范)(需提交由考生、家长或监护人亲笔签名的报考高等学校非西藏生源定向西藏就业书面申请，于志愿填报结束后、录取结束前将申请书邮寄或传真至我校招生办公室，电话告知并确认接收成功，无申请书不予录取，详见院校招生章程),,36077,四,0,√√√√,112,60101,116,历史学,历史学类,2,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,A-,师范,陕西,公办院校,0,0,0,0,0,0,0,0,0,0,0
290943,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,1,物流管理,210216553,100325871,,,物流管理,,-13,四,5720,√√√√,317,120601,182,管理学,物流管理与工程类,7,9,353,346,7,12481,611,339,9,0,0,20,21,346,343,6,12182,554,337,21,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,20,15049,18,15529,1
290944,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,2,保险学,210216568,100325852,,,保险学,,-1,四,5200,√√√√,10,20303,103,经济学,金融学类,9,12,350,343,4,14285,612,339,9,3,0,10,11,347,343,6,12182,554,337,11,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,22,13669,20,14049,1
290945,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,3,公共事业管理,120325855,100325855,,,公共事业管理,,36077,四,5200,√√√√,309,120401,180,管理学,公共管理类,7,9,351,346,7,12481,611,339,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,0,0,0,0,0,0,0,0,1
290946,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,4,财务管理,210216546,100325853,,,财务管理,,5,四,5200,√√√√,300,120204,178,管理学,工商管理类,60,60,353,346,7,12481,611,339,60,0,0,55,59,351,343,6,12182,554,337,59,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,2,7788,3,7409,1
290947,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,5,汉语言文学,410216566,100325856,,,汉语言文学,,1,四,5200,√√√√,40,50101,113,文学,中国语言文学类,37,38,361,348,9,11410,533,339,38,0,0,36,47,354,343,6,12182,554,337,47,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,8,9860,20,15049,18,15529,1
290948,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,6,法学,410216547,100325854,,,法学,,-8,四,5200,√√√√,2293,30101,105,法学,法学类,58,63,363,347,8,11943,538,339,63,0,0,66,76,360,343,6,12182,554,337,76,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,2,7788,2,7854,1
290949,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,7,会计学,210216554,100325858,,,会计学,,10,四,5200,√√√√,2521,120203,178,管理学,工商管理类,41,41,357,347,8,11943,538,339,41,0,0,31,32,351,345,8,11096,537,337,32,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,8,11096,7,10380,3,7328,5,6550,1
290950,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,8,汉语言文学,410216564,100325857,(师范),(师范),汉语言文学(师范),,9,四,5200,√√√√,40,50101,113,文学,中国语言文学类,41,42,363,349,10,10857,553,339,42,0,0,32,42,359,346,9,10610,486,337,42,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,9,10610,12,7887,0,0,0,0,1
290951,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,9,人力资源管理,210216558,100325862,,,人力资源管理,,-5,四,5200,√√√√,302,120206,178,管理学,工商管理类,12,16,354,346,7,12481,611,339,16,0,0,17,29,347,343,6,12182,554,337,29,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,0,8781,2,7854,1
290952,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,10,汉语国际教育,210216557,100325861,,,汉语国际教育,,2,四,5200,√√√√,42,50103,113,文学,中国语言文学类,30,32,354,347,8,11943,538,339,32,0,0,28,34,347,343,6,12182,554,337,34,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,2,7788,4,6965,1
290953,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,11,金融学,210216555,100325859,,,金融学,,4,四,5200,√√√√,2287,20301,103,经济学,金融学类,80,81,362,346,7,12481,611,339,81,0,0,76,80,356,343,6,12182,554,337,80,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,2,7788,3,7409,1
290954,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,12,国际经济与贸易,210216556,100325860,,,国际经济与贸易,,10,四,5200,√√√√,12,20401,104,经济学,经济与贸易类,55,58,351,346,7,12481,611,339,58,0,0,45,46,350,343,6,12182,554,337,46,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,2,7788,3,7409,1
290955,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,13,日语,310216559,100325863,(只招英语考生),(只招英语考生),日语(只招英语考生),,-8,四,5200,√√√√,51,50207,114,文学,外国语言文学类,4,4,350,348,9,11410,533,339,4,0,0,12,18,349,343,6,12182,554,337,18,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,0,8781,1,8292,1
290956,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,14,思想政治教育,210216561,100325865,(师范),(师范),思想政治教育(师范),,0,四,5200,√√√√,23,30503,109,法学,马克思主义理论类,4,9,353,348,9,11410,533,339,9,0,0,4,11,348,344,7,11633,549,337,11,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,7,11633,7,10380,20,15049,18,15529,1
290957,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,15,市场营销,210216560,100325864,,,市场营销,,-8,四,5200,√√√√,298,120202,178,管理学,工商管理类,10,13,349,343,4,14285,612,339,11,2,0,18,19,360,343,6,12182,554,337,19,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,20,15049,18,15529,1
290958,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,16,英语,910216563,100325867,(只招英语考生)(师范),(只招英语考生)(师范),英语(只招英语考生)(师范),,-5,四,5200,√√√√,45,50201,114,文学,外国语言文学类,30,31,359,351,12,9869,501,339,31,0,0,35,46,361,345,8,11096,537,337,46,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,8,11096,8,9860,0,0,0,0,1
290959,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,17,英语,910216562,100325866,(只招英语考生),(只招英语考生),英语(只招英语考生),,-3,四,5200,√√√√,45,50201,114,文学,外国语言文学类,9,10,358,349,10,10857,553,339,10,0,0,12,14,348,344,7,11633,549,337,14,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,7,11633,6,10937,0,0,0,0,1
290960,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,18,工商管理,210216548,100325868,,,工商管理,,-9,四,5720,√√√√,2520,120201,178,管理学,工商管理类,30,33,351,347,8,11943,538,339,33,0,0,39,51,350,343,6,12182,554,337,51,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,6,10937,2,7788,2,7854,1
290961,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,19,教育技术学,210216550,100325869,(师范),(师范),教育技术学(师范),,0,四,5200,√√√√,30,40104,111,教育学,教育学类,2,5,353,347,8,11943,538,339,5,0,0,2,11,348,343,6,12182,554,337,11,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,6,12182,10,8831,20,15049,18,15529,1
290962,42542,77,1401,,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,20,统计学,210216552,100325870,,,统计学,,0,四,5500,√√√√,142,71201,128,理学,统计学类,2,4,349,347,8,11943,538,339,4,0,0,2,4,347,344,7,11633,549,337,4,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,7,11633,6,10937,2,7788,4,6965,1
291023,42622,77,1796,中外学分互认联合培养项目,江苏大学,(镇江）,5合格,BB ,6,6,1,本科,2019,文科,本科第一批次,,,1,工商管理,0,100325912,"(第一、四学年在中国学习,第二、三学年在美国学习，赴美学费另算)","(第一、四学年在中国学习,第二、三学年在美国学习，赴美学费另算)","工商管理(第一、四学年在中国学习,第二、三学年在美国学习，赴美学费另算)",,36077,四,5720,√√√√,2520,120201,178,管理学,工商管理类,20,7,339,329,-10,23521,679,339,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B+,综合,江苏,公办院校,0,0,0,0,0,0,0,0,0,0,1
