序号,name,industry,area,pe,outstanding,总股本,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,code,经营现金净流量对销售收入比例,rateofreturn,cf_nm,cf_liabilities,cashflowratio,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,营业收入,bips,经营现金净流量,每股经营现金净流量,净资产,市价,总市值,市经营现金,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,mktcap,nmc
2767,剑桥科技,通信设备,上海,45.83,0.24,0.98,184472.72,123587.26,42335.89,27968.4,2.86,0.563,9.91,3.47,20171110,34414.28,3.52,0,0,15.45,2.98,27584,603083,0.0453,0.0454,1.5199,0.075,7.7909,7.57,2.98,15.4539,55.0958,0.7505,1846.6362,25.1572,83652619.86,0.85 ,971180000.00 ,34.39 ,3369994600.00 ,40.29 ,,,,,,,,,,,,
1808,航天工程,专用机械,北京,30.09,4.12,4.12,381475.13,253883.17,65356.56,105933.5,2.57,0.416,5.99,2.79,20150128,86824.5,2.11,23.79,295.29,34.88,23.65,27476,603698,0.4846,0.0922,2.0487,0.2615,28.3282,6.94,23.65,34.8845,171.6296,0.4162,725.6384,1.7599,351644368.6,0.85 ,2467880000.00 ,16.71 ,6885385200.00 ,19.58 ,,,,,,,,,,,,
569,周大生,服饰,深圳,23.09,0.77,4.78,398127.75,377068.34,2904.21,168157.56,3.52,0.92,6.71,4,20170427,88235.65,1.85,0,0,33.08,15.33,54389,2867,0.1499,0.1021,0.9777,0.5242,53.2946,12.97,15.33,33.0762,415.9268,0.8704,2712.3485,5.6761,406581040.2,0.85 ,3207380000.00 ,26.84 ,12829520000.00 ,31.55 ,,,,,,,,,,,,
2873,瑞尔特,家居用品,福建,21.28,0.4,1.6,157992.94,114326.46,40017.01,66656.49,4.17,0.759,8.85,2.43,20160308,52054.1,3.25,11.84,-0.35,33.67,18.13,17514,2790,0.2029,0.086,1.1189,0.826,85.8637,8.57,18.13,33.6719,121.4305,0.7589,669.7591,4.1859,135894121.4,0.85 ,1416000000.00 ,21.51 ,3440880000.00 ,25.32 ,,,,,,,,,,,,
2741,雪榕生物,种植业,上海,40.36,1,2.29,387687.97,81548.71,180110.16,59888.92,2.62,0.37,5.88,3.3,20160504,51770.85,2.27,18.62,166.55,21.87,10.36,16000,300511,0.2444,0.0501,2.3581,0.0777,11.7688,6.12,10.35,21.8745,82.3871,0.3604,795.4347,3.4803,194404240.7,0.85 ,1346520000.00 ,19.40 ,4443516000.00 ,22.86 ,,,,,,,,,,,,
2423,拓普集团,汽车配件,浙江,20.05,1.71,7.28,926488.63,634339.19,150264.61,373692.38,5.14,0.81,8.64,2.35,20150319,160352.63,2.2,34.89,30.07,29.24,15.57,23672,601689,0.1744,0.0666,1.1199,0.2088,21.5231,8.77,15.56,29.2378,551.0835,0.7574,3540.3724,4.8659,617440946.6,0.85 ,6289920000.00 ,20.30 ,14781312000.00 ,23.94 ,,,,,,,,,,,,
3037,欧普照明,电气设备,上海,46.16,0.98,5.79,579083.06,431295.41,107693.57,104745.53,1.81,0.718,5.81,7.6,20160819,155341.05,2.68,32.85,39.09,40.61,8.62,17041,603515,0.1015,0.0845,1.177,0.2023,20.3231,12.34,8.62,40.6115,415.929,0.7177,4823.7519,8.3242,489610817.9,0.85 ,3363990000.00 ,44.16 ,25566324000.00 ,52.22 ,,,,,,,,,,,,
1452,天龙股份,塑料,浙江,24.4,0.25,1,98374.46,71618.72,18603.42,33815.94,3.38,0.66,7.92,2.64,20170110,33154.17,3.32,8.21,4.72,28.05,10.33,8819,603266,0.1356,0.0858,1.242,0.4788,48.4235,8.11,10.32,28.0492,64.284,0.6428,622.496,6.2249,84410457.6,0.84 ,792000000.00 ,20.91 ,2090880000.00 ,24.77 ,,,,,,,,,,,,
1787,昭衍新药,医疗保健,北京,84.61,0.21,0.82,89647.3,55825.19,22713.15,26104.34,3.19,0.55,6.31,7.58,20170825,16319.22,2,0,0,56.58,20.42,14568,603127,0.4056,0.0768,1.9868,0.1811,22.3345,6.71,20.41,56.581,34.6598,0.4237,169.7711,2.0754,68859158.16,0.84 ,517420000.00 ,47.83 ,3922043600.00 ,56.96 ,,,,,,,,,,,,
2614,赣粤高速,路桥,江西,10.54,23.35,23.35,3275347.5,471744.06,2246394.5,183825.77,0.79,0.35,6.22,0.79,20000518,804780.81,3.45,0.09,-11.21,44.53,25.03,101278,600269,0.5994,0.0598,2.5055,0.1166,42.2326,5.62,25.03,44.5312,817.4399,0.35,3265.5168,1.3982,1957350770,0.84 ,14523700000.00 ,4.91 ,11473723000.00 ,5.86 ,,,,,,,,,,,,
818,纳尔股份,化工原料,上海,59.43,0.29,1,73364.56,53068.98,14059.75,20256.07,2.02,0.252,5.67,3.53,20161129,23382.25,2.33,16.29,-48.1,20.1,5.47,17569,2825,0.181,0.1142,3.3081,0.5084,50.8407,4.45,5.47,20.0952,25.3192,0.2524,462.6515,4.6122,83739921.5,0.84 ,567000000.00 ,20.02 ,2001510000.00 ,23.90 ,,,,,,,,,,,,
217,老板电器,家用电器,浙江,37.12,9.3,9.49,785402.75,657878.06,82814.74,39765.26,0.42,1.012,5.01,9.99,20101123,297628.31,3.14,25.15,36.95,56.07,19.26,28077,2508,0.1592,0.1011,0.8267,0.2562,26.2295,20.18,19.25,56.0668,960.4336,1.012,4987.9296,5.2558,794078392.3,0.84 ,4754490000.00 ,50.05 ,47497355100.00 ,59.81 ,,,,,,,,,,,,
652,安琪酵母,食品,湖北,31.17,8.24,8.24,775412.75,274226.97,400136.56,65197.44,0.79,0.742,4.37,7.06,20000818,221993.77,2.69,19.47,59.76,36.61,14.62,33468,600298,0.1645,0.0888,1.0649,0.1758,24.0383,16.99,14.62,36.6123,611.5343,0.742,4182.8187,5.0757,688073676.2,0.84 ,3600880000.00 ,30.85 ,25422212800.00 ,36.95 ,,,,,,,,,,,,
2927,富邦股份,化工原料,湖北,22.68,1.24,1.25,143133.06,66021.36,16316.8,26005.74,2.08,0.488,6.13,2.41,20140702,36549.6,2.93,-3.06,-16.11,39.08,16.4,9347,300387,0.2799,0.0727,1.7777,0.1613,16.2056,7.95,16.39,39.0831,60.9396,0.4876,371.6012,2.9734,104011175.9,0.83 ,766250000.00 ,14.77 ,1846662500.00 ,17.75 ,,,,,,,,,,,,
355,安图生物,医疗保健,河南,45.89,1.37,4.2,202407.48,81677.61,53014.57,53500.46,1.27,0.771,3.68,12.82,20160901,48810.87,1.16,41.98,26.99,67.64,32.92,13330,603658,0.3554,0.1726,1.0768,0.749,90.1005,20.95,32.92,67.6379,323.6151,0.7705,982.8948,2.3402,349320811.9,0.83 ,1545600000.00 ,47.18 ,19814592000.00 ,56.72 ,,,,,,,,,,,,
2871,大庆华科,化工原料,黑龙江,40.04,1.3,1.3,71234.74,28905.25,37390.26,25894.61,2,0.286,4.18,3.65,20000726,8697.85,0.67,53.19,77.43,10.72,3.39,11209,985,0.0986,0.1514,2.9125,0.6338,88.0795,6.83,3.38,10.7156,37.0338,0.2856,1093.3823,8.434,107807494.8,0.83 ,543400000.00 ,15.26 ,1983410000.00 ,18.40 ,,,,,,,,,,,,
341,一汽轿车,汽车整车,吉林,43.46,14.12,16.28,1745144.25,928319.31,436672.09,248890.22,1.53,0.179,4.91,2.11,19970618,285519.69,1.75,32.17,140.69,24.24,1.47,82175,800,0.0679,0.0772,2.9432,0.1446,15.417,3.64,1.46,24.2397,291.2292,0.1789,19826.8045,12.1823,1346240026,0.83 ,7993480000.00 ,10.36 ,16866242800.00 ,12.53 ,,,,,,,,,,,,
455,中百集团,超市连锁,湖北,30.64,6.81,6.81,786087,307171,362806.63,107623.4,1.58,0.19,4.49,1.73,19970519,95346.36,1.4,-3.26,174.18,21.71,1.15,25872,759,0.05,0.0716,4.2079,0.1237,12.3925,4.24,1.15,21.7101,129.6868,0.1904,11257.8536,16.5308,562892680,0.83 ,3057690000.00 ,7.77 ,5289803700.00 ,9.40 ,,,,,,,,,,,,
1631,开滦股份,煤炭开采,河北,21.17,12.35,15.88,2340935,1004064.88,945103.38,256677.59,1.62,0.206,5.78,1.01,20040602,382132.13,2.41,84.99,60.63,9.91,2.31,64475,600997,0.0926,0.0559,3.9319,0.1049,16.4273,3.56,2.31,9.9076,327.4102,0.2062,14144.2223,8.908,1309754985,0.82 ,9178640000.00 ,5.84 ,9270426400.00 ,7.08 ,,,,,,,,,,,,
2293,诚志股份,化工原料,江西,21.4,3.88,12.53,2076766,648421.88,430623.84,1290378.63,10.3,0.535,12.68,1.2,20000706,167407.66,1.34,138.05,2972,32.86,15.94,26034,990,0.246,0.0498,1.5761,0.2196,24.7649,4.21,15.94,32.8557,669.8289,0.5345,4200.9946,3.3527,1033444672,0.82 ,15888040000.00 ,15.22 ,19065648000.00 ,18.45 ,,,,,,,,,,,,
2677,奥士康,半导体,湖南,32.29,0.36,1.44,190226.63,104183.22,81802.18,36910.96,2.56,0.781,8.1,4.15,20171201,36008.44,2.5,0,0,23.97,9.18,71856,2913,0.0968,0.0623,1.0545,0.1154,12.928,12.85,9.17,23.9696,112.4667,1.0409,1225.7507,11.3454,118652667.8,0.82 ,1166400000.00 ,33.62 ,4840560000.00 ,40.80 ,,,,,,,,,,,,
1949,海信电器,家用电器,山东,25.37,13.08,13.08,2323988,2104291.5,113316.82,225879.02,1.73,0.458,10.15,1.53,19970422,823038.69,6.29,7.57,-47.39,13.05,2.52,63272,600060,0.0453,0.0463,1.7522,0.1135,11.4852,4.51,2.52,13.0486,599.5866,0.4582,23746.0444,18.1477,1075695811,0.82 ,13276200000.00 ,15.53 ,20312586000.00 ,18.88 ,,,,,,,,,,,,
3427,雅戈尔,服饰,浙江,8.67,35.81,35.81,6600548.5,2847909,515420.69,370599.38,1.03,0.748,6.61,1.31,19981119,1665261.5,4.65,-29.81,-19,48.57,36.27,147606,600177,0.3987,0.0446,1.1,0.0696,11.8933,11.31,36.27,48.5708,2677.8893,0.7477,7382.8512,2.0614,2943542773,0.82 ,23670410000.00 ,8.66 ,31008237100.00 ,10.53 ,,,,,,,,,,,,
688,中马传动,汽车配件,浙江,35.75,0.53,2.13,171035.13,60707.46,52901.4,72692.9,3.41,0.31,6.56,1.89,20170613,37664.51,1.77,0,0,24.05,8.69,26706,603767,0.2727,0.1019,3.1391,0.5593,65.5529,3.97,8.68,24.0501,55.5353,0.2603,639.2172,2.9965,174314530.4,0.82 ,1397280000.00 ,12.40 ,2640859200.00 ,15.15 ,,,,,,,,,,,,
911,正泰电器,电气设备,浙江,19.74,14.53,21.51,4210073,2022340.38,1493429.88,1092475.5,5.08,0.93,8.93,2.69,20100121,527335.06,2.45,12.21,24.27,29.94,12.35,30310,601877,0.1104,0.0418,0.8521,0.0791,14.2983,10.24,12.34,29.9383,1967.6886,0.9147,15936.5855,7.4084,1759399039,0.82 ,19208430000.00 ,24.02 ,51670676700.00 ,29.37 ,,,,,,,,,,,,
2912,广电网络,影视音像,陕西,26,5.63,6.05,674425.56,162785.97,382112.09,115153.27,1.9,0.204,4.79,1.47,19940224,104013.02,1.72,11.6,0.39,31.09,6.14,41442,600831,0.246,0.0733,3.9697,0.1311,18.1196,4.25,6.13,31.0857,123.3764,0.2039,2009.7306,3.322,494393727.6,0.82 ,2897950000.00 ,7.04 ,4259986500.00 ,8.62 ,,,,,,,,,,,,
2592,伟隆股份,机械基件,山东,33.21,0.17,0.68,63025.23,47562.51,11729.11,27175.6,4,0.74,7.86,3.61,20170511,17105.2,2.52,0,0,42.75,21.53,10239,2871,0.2741,0.0881,1.2732,0.5817,63.0367,8.15,21.53,42.7487,43.6174,0.6414,202.5809,2.9791,55527424.69,0.82 ,534480000.00 ,28.37 ,1929472800.00 ,34.75 ,,,,,,,,,,,,
1337,贵航股份,汽车配件,贵州,25.16,2.89,2.89,350165.19,236277.34,61312.9,93595.95,3.24,0.396,7.49,1.77,20011227,72851.9,2.52,0.49,11.19,21.23,4.79,23157,600523,0.0985,0.0672,1.9464,0.2089,21.0916,5.28,4.78,21.2256,114.3265,0.3958,2388.4697,8.2705,235264265.5,0.81 ,2164610000.00 ,13.26 ,3831359700.00 ,16.29 ,,,,,,,,,,,,
915,中材科技,化纤,江苏,21.85,4,8.07,2232447.25,923868.63,1028952.81,554747.88,6.88,0.744,10.56,2.05,20061120,194459.55,2.41,15.96,77.16,28.19,8.3,20860,2080,0.0907,0.0294,1.0371,0.0486,7.046,7.04,8.29,28.1949,599.9763,0.7436,7230.5987,8.9621,655815302.1,0.81 ,8521920000.00 ,21.65 ,17469936000.00 ,26.64 ,,,,,,,,,,,,
1902,海航基础,百货,海南,21.8,16.58,39.08,9045662,5247626.5,776273,2459795.25,6.29,0.384,8.24,1.35,20020806,308863.31,0.79,38.89,113.86,41.38,19.49,20926,600515,0.4121,0.0351,1.8482,0.0688,14.55,4.26,19.48,41.3817,1500.2914,0.3839,7698.6647,1.9701,3172619723,0.81 ,32201920000.00 ,11.12 ,43472592000.00 ,13.70 ,,,,,,,,,,,,
1068,豫能控股,火力发电,河南,44.11,8.55,11.51,1943935.25,390393.09,1299582.75,499400.06,4.34,0.081,5.56,0.86,19980122,11057.37,0.1,16.45,-84.79,6.74,1.6,43179,1896,0.1596,0.048,11.5606,0.0774,18.303,1.46,1.6,6.7438,93.7025,0.0814,5843.3791,5.0786,932603304.4,0.81 ,6399560000.00 ,4.78 ,5503621600.00 ,5.90 ,,,,,,,,,,,,
2849,正裕工业,汽车配件,浙江,25.53,0.31,1.07,103285.72,76218.13,14751.55,34444.28,3.23,0.581,6.57,3.01,20170126,21621.21,2.03,29.4,-8.42,26.64,9.85,15330,603089,0.1377,0.0839,1.3974,0.2609,26.9123,8.85,9.85,26.6435,62.019,0.5814,629.4992,5.9013,86682039.84,0.81 ,702990000.00 ,19.78 ,2115999900.00 ,24.41 ,,,,,,,,,,,,
2308,健康元,化学制药,深圳,6.63,15.62,15.74,2217145.75,1421967,412052.34,92466.15,0.59,1.3,4.7,2.42,20010608,440915.34,2.8,11.4,441.9,63.94,24.68,115428,600380,0.1549,0.0573,0.2857,0.1498,21.3899,27.4,24.67,63.9441,2025.5039,1.287,8207.87,5.2153,1271399063,0.81 ,7397800000.00 ,11.37 ,17902676000.00 ,14.08 ,,,,,,,,,,,,
1137,中煤能源,煤炭开采,北京,22.24,91.52,132.59,24788530,5038097.5,8792802,3810614.5,2.87,0.183,6.69,0.81,20080201,3101914,2.34,44.12,172.18,34.33,4.07,181432,601898,0.178,0.0429,2.5463,0.075,18.2652,2.74,4.06,34.326,2432.452,0.1834,59793.093,4.5097,10643170554,0.80 ,88702710000.00 ,5.42 ,71849195100.00 ,6.75 ,,,,,,,,,,,,
865,亚泰集团,水泥,吉林,67.25,18.95,32.49,5561770,2840057,1210820.63,846993.81,2.61,0.06,4.48,1.05,19951115,237440.41,0.73,2.07,46.06,29.49,2.06,129377,600881,0.3136,0.0467,11.121,0.0683,9.865,1.17,2.06,29.4896,171.016,0.0526,8283.5944,2.5496,2597735204,0.80 ,14555520000.00 ,4.70 ,15283296000.00 ,5.88 ,,,,,,,,,,,,
326,大元泵业,专用机械,浙江,26.5,0.21,0.84,107870.38,82140.81,20763.63,49251.42,5.88,1.84,10.02,5.24,20170711,25144.03,3,0,0,33.21,16.12,5960,603757,0.087,0.0623,0.5398,0.2807,30.2032,14.82,16.12,33.2149,124.4371,1.4849,771.8806,9.2109,67153612.2,0.80 ,841680000.00 ,52.50 ,4410403200.00 ,65.68 ,,,,,,,,,,,,
397,金雷风电,专用机械,山东,18.69,1.28,2.38,172284.23,114292.76,43671.3,68372.13,2.87,0.533,6.71,1.98,20150422,61388.26,2.58,17.85,-4.19,41.35,25.96,19851,300443,0.3887,0.1103,1.4971,1.5196,157.5162,7.94,25.96,41.3497,126.9481,0.5332,489.0058,2.0541,190076554.5,0.80 ,1596980000.00 ,13.29 ,3162020400.00 ,16.64 ,,,,,,,,,,,,
739,恒瑞医药,化学制药,江苏,65.65,28.17,28.33,1653558.25,1320718,172729.52,44377.17,0.16,0.83,5.12,14.04,20001018,994266.69,3.51,21.81,20.7,86.55,23.12,49554,600276,0.2247,0.1368,0.9486,1.458,157.8736,16.13,23.12,86.5459,2327.7659,0.8263,10066.1191,3.5734,2261856962,0.80 ,14504960000.00 ,71.88 ,203649638400.00 ,90.04 ,,,,,,,,,,,,
3504,翔港科技,广告包装,上海,46.95,0.25,1,46501.03,18143.78,20363.8,11031.2,1.1,0.364,3.93,5.8,20171016,9835.62,0.98,0,0,26.37,15.1,27897,603499,0.3309,0.1716,2.1903,0.4685,57.4041,12.36,15.1,26.3662,36.4409,0.4858,241.2512,3.2166,79830022.08,0.80 ,393000000.00 ,22.79 ,2279400000.00 ,28.55 ,,,,,,,,,,,,
1399,国电电力,火力发电,辽宁,18.13,196.5,196.5,27668086,2102738.5,19478514,548029.13,0.28,0.124,2.52,1.19,19970318,1928540.25,0.98,3.83,-49.8,17.75,5.49,807064,600795,0.3534,0.0566,4.8265,0.0772,19.9851,4.64,5.49,17.7484,2431.2235,0.1237,44281.9198,2.2534,15649230457,0.80 ,49518000000.00 ,3.00 ,58926420000.00 ,3.77 ,,,,,,,,,,,,
942,杭钢股份,普钢,浙江,10.93,9.27,25.98,2476663,973271.19,999264.69,1104733,4.25,0.458,6.14,1.09,19980311,177539.52,0.68,45.91,124.92,8.84,5.81,45320,600126,0.1011,0.0835,1.7258,0.2394,26.462,7.45,5.81,8.8424,1189.0564,0.4577,20454.3134,7.8735,2067931085,0.80 ,15951720000.00 ,6.69 ,17387374800.00 ,8.41 ,,,,,,,,,,,,
2734,菲林格尔,家居用品,上海,25.47,0.22,0.9,96922.53,61072.35,28707.14,32178.18,3.59,0.85,8.17,2.85,20170615,26365.56,2.94,0,0,32.28,10.34,10311,603226,0.1206,0.0739,1.1669,0.2741,28.2386,8.67,10.33,32.2827,61.3817,0.7082,593.7351,6.8505,71604453.06,0.80 ,735300000.00 ,23.28 ,2095605000.00 ,29.27 ,,,,,,,,,,,,
3329,中曼石油,石油开采,上海,28.88,0.4,4,400210.31,244724.47,120008.07,102862.55,2.57,0.843,6.18,5.25,20171117,96456.88,2.41,0,0,48.92,25.31,38847,603619,0.2379,0.0792,0.9402,0.2072,24.9616,13.63,25.3,48.9215,337.1508,0.9365,1332.3193,3.7008,316958761.5,0.79 ,2472000000.00 ,32.45 ,12978000000.00 ,40.95 ,,,,,,,,,,,,
2581,同仁堂,中成药,北京,40.16,13.71,13.71,1850886.63,1455391.38,191913.38,200615.31,1.46,0.597,6,5.33,19970625,426587.31,3.11,9.97,8.07,47.62,8.37,71787,600085,0.1109,0.0586,0.779,0.1911,23.6083,9.94,8.37,47.6197,819.3231,0.5974,9783.4512,7.1335,1084984738,0.79 ,8226000000.00 ,31.98 ,43844580000.00 ,40.41 ,,,,,,,,,,,,
1754,德尔股份,汽车配件,辽宁,32.85,0.46,1.05,400669.81,162947.69,70216.65,117894.86,11.24,0.88,15.02,2.54,20150612,40560.98,3.87,260.4,1.78,30.41,5.74,12948,300473,0.0522,0.0207,0.8753,0.0345,6.7069,5.79,5.73,30.4102,91.3095,0.8701,1591.4184,15.1664,83072040.48,0.79 ,1577100000.00 ,38.15 ,4005834000.00 ,48.22 ,,,,,,,,,,,,
3468,富瀚微,半导体,上海,57.86,0.11,0.45,97363.9,85505.56,1777.51,58807.65,12.98,1.93,20.55,6.7,20170220,26320.4,5.81,0,0,49.46,25.26,11567,300613,0.1111,0.0365,0.4468,0.6081,70.2596,8.84,25.26,49.4583,80.8202,1.8184,319.9241,7.1982,35543567.51,0.79 ,924750000.00 ,137.69 ,6195825000.00 ,174.32 ,,,,,,,,,,,,
1685,明星电力,水力发电,四川,20.43,3.24,3.24,296711.97,52243.89,195179.69,48279.44,1.49,0.289,6.38,1.23,19970627,113319.55,3.5,5.19,4.54,15.29,8.38,41434,600101,0.2289,0.0862,2.7236,0.2875,42.6765,4.52,8.38,15.2851,93.673,0.2889,1117.7254,3.4478,255847344.1,0.79 ,2067120000.00 ,7.85 ,2542557600.00 ,9.94 ,,,,,,,,,,,,
491,山东药玻,医疗保健,山东,21.88,2.57,3.04,411111.66,268037.25,123591.75,120485.92,3.97,0.657,10.5,1.83,20020603,141097.06,4.65,17.75,53.62,32.35,11.71,12520,600529,0.1408,0.0584,1.2024,0.2594,26.8156,6.26,11.7,32.3516,199.5704,0.6574,1704.7206,5.6158,240024660.5,0.79 ,3192000000.00 ,19.22 ,5841360000.00 ,24.34 ,,,,,,,,,,,,
518,天能重工,专用机械,山东,32.49,0.8,1.5,222570.47,190325.25,13142.15,90081.38,6,0.467,11.02,1.84,20161125,55790.86,3.72,-37.83,-54.06,28.35,14.83,17715,300569,0.2502,0.0531,1.6782,0.218,21.8003,4.24,14.83,28.3456,70.1179,0.4674,472.6957,3.151,118268464.1,0.79 ,1653000000.00 ,20.28 ,3041520000.00 ,25.72 ,,,,,,,,,,,,
3160,鲁阳节能,矿物制品,山东,23.4,2.09,3.51,229246.77,124612.3,64070.21,42096.57,1.2,0.396,5.13,2.41,20061130,88785.93,2.53,34.13,117.65,35.95,12.54,13464,2088,0.2491,0.1206,1.9866,0.5608,58.3418,7.73,12.54,35.9475,139.1373,0.3964,1109.4885,3.1612,276373585.4,0.79 ,1800630000.00 ,12.36 ,4339518300.00 ,15.70 ,,,,,,,,,,,,
1632,凌霄泵业,专用机械,广东,20.7,0.19,0.77,125095.22,113225.95,9585.25,54444.19,7.03,2.1,14.82,3.15,20170711,42108.85,5.44,0,0,29.33,18.55,14337,2884,0.0857,0.0484,0.4621,0.5869,64.1738,11.41,18.55,29.3291,130.9985,1.6909,706.0997,9.1144,60512744.29,0.79 ,1141140000.00 ,46.68 ,3594591000.00 ,59.40 ,,,,,,,,,,,,
711,上海能源,煤炭开采,上海,10.39,7.23,7.23,1423085.38,298966.91,535548.63,91517.17,1.27,0.86,12.53,0.95,20010829,682193,9.44,33.73,108.54,38.38,12.99,48944,600508,0.1187,0.0399,1.139,0.1169,17.6401,6.86,12.99,38.3755,621.8408,0.8604,4786.174,6.6224,568118853.8,0.79 ,9059190000.00 ,11.90 ,8606230500.00 ,15.15 ,,,,,,,,,,,,
3289,基蛋生物,生物制药,江苏,35.01,0.33,1.32,117586.5,97487.6,13610.1,69607.67,5.27,1.3,8.24,5.92,20170717,23361.14,1.77,0,0,83.99,41.78,13968,603387,0.3138,0.0881,0.752,1.2208,135.8436,12.69,41.78,83.9887,137.9821,1.0453,330.2194,2.5016,103622847.7,0.79 ,1087680000.00 ,48.78 ,6439065600.00 ,62.14 ,,,,,,,,,,,,
1724,宁沪高速,路桥,江苏,12.82,37.98,50.38,4133524,445463.19,169580.22,1042838.81,2.07,0.575,4.56,2.15,20010116,382820.31,0.76,11.55,18.71,56.55,41.43,21814,600377,0.5646,0.0955,1.3257,0.2468,44.8635,12.6,41.42,56.5541,2895.9987,0.5748,6990.3215,1.3875,3946735519,0.78 ,22973280000.00 ,9.80 ,49392552000.00 ,12.51 ,,,,,,,,,,,,
715,海天味业,食品,广东,42.98,26.97,27.01,1355001.63,889171,371153.97,132324.94,0.49,0.94,3.97,13.56,20140211,570192.06,2.11,21.04,24.49,45.38,23.41,17127,603288,0.1945,0.1557,0.8312,0.7501,76.3609,23.66,23.4,45.3832,2538.9352,0.9386,10845.8073,4.0096,2109509520,0.78 ,10722970000.00 ,53.83 ,145403473200.00 ,68.93 ,,,,,,,,,,,,
22,海峡股份,水运,海南,36.49,2.07,5.08,383814.06,127624.9,237275.55,201856.23,3.97,0.419,7.03,2.9,20091216,79879.03,1.57,28.34,74.87,45.22,28.6,17756,2320,0.5316,0.103,1.8584,1.495,240.1667,5.95,28.6,45.2207,212.706,0.4186,743.6136,1.4637,395304989.8,0.78 ,3571240000.00 ,20.39 ,10356596000.00 ,26.20 ,,,,,,,,,,,,
2395,长城汽车,汽车整车,河北,28.27,60.28,91.27,8931119,4954040.5,2681975.5,141123.09,0.15,0.315,5.14,2.31,20110928,3191399.25,3.5,-0.56,-60.05,18.07,4.57,87722,601633,0.1126,0.0794,2.4524,0.1678,17.53,6.13,4.57,18.0674,2879.4808,0.3154,62991.9831,6.9015,7092897297,0.78 ,46912780000.00 ,11.87 ,108368521800.00 ,15.28 ,,,,,,,,,,,,
1342,我乐家居,家居用品,江苏,47.97,0.4,1.61,102061.71,60829.38,21479.1,40810.96,2.53,0.3,4.38,3.66,20170616,13480.7,0.84,0,0,37.09,6.84,16847,603326,0.2108,0.1222,3.0905,0.3906,39.536,5.77,6.83,37.0925,40.4616,0.2528,591.6905,3.698,124728357.4,0.77 ,705180000.00 ,16.03 ,2580958800.00 ,20.69 ,,,,,,,,,,,,
1853,航民股份,纺织,浙江,13.83,6.35,6.35,461531.09,263843.31,155967.44,10384.82,0.16,0.593,5.28,2.07,20040809,236918.38,3.73,6.43,5.41,29.17,14.87,25690,600987,0.1941,0.1065,1.1177,0.5768,65.6654,11.22,14.86,29.1707,376.4542,0.5925,2532.2398,3.9858,491507745.2,0.77 ,3352800000.00 ,10.93 ,6940296000.00 ,14.12 ,,,,,,,,,,,,
133,歌力思,服饰,深圳,24.57,1.13,3.37,324831.41,149185.27,20417.93,107326.65,3.18,0.61,5.82,3.38,20150422,65636.18,1.95,101.91,124.25,69.77,14.66,10985,603808,0.1891,0.0803,1.0771,0.2858,33.4465,10.3,14.65,69.7718,202.2013,0.5994,1379.3514,4.0893,260835349.7,0.77 ,1961340000.00 ,19.67 ,6629329200.00 ,25.42 ,,,,,,,,,,,,
1704,宜华生活,家居用品,广东,13.42,14.83,14.83,1713764.63,968946.38,367689.47,245922.92,1.66,0.474,5.37,1.58,20040824,365438.66,2.46,47.09,15.23,34.97,12.73,73065,600978,0.2075,0.0668,1.6359,0.1248,20.5807,8.83,12.73,34.9662,702.9307,0.474,5519.9394,3.7224,1145387426,0.77 ,7963710000.00 ,8.48 ,12582661800.00 ,10.99 ,,,,,,,,,,,,
3085,国星光电,半导体,广东,24.21,4.07,4.76,608617.94,364228.03,195736.8,162906.84,3.42,0.543,6.43,2.73,20100716,82408.36,1.73,54.1,97.41,22.34,10.01,25425,2449,0.1423,0.0604,1.486,0.1219,13.0825,8.45,10,22.3356,258.4071,0.5431,2582.5978,5.4284,367503666.9,0.77 ,3060680000.00 ,17.55 ,8355656400.00 ,22.74 ,,,,,,,,,,,,
3216,佛燃股份,供气供热,广东,31.83,0.56,5.56,442866.19,91099.07,254413.7,0,0,0.499,3.21,6.59,20171122,97257.8,1.75,0,0,21.59,9.01,106871,2911,0.1395,0.0969,1.1567,0.1811,26.691,17.24,9.01,21.588,277.2406,0.5544,3075.7331,6.1514,429064767.5,0.77 ,1784760000.00 ,21.15 ,11761568400.00 ,27.41 ,,,,,,,,,,,,
233,中国巨石,玻璃,浙江,21.85,29.19,29.19,2453806.5,796750.25,1313069.88,397510.03,1.36,0.532,4.06,3.82,19990422,469664.94,1.61,16.67,35.88,45.29,24.09,59292,600176,0.3489,0.0916,1.4402,0.1782,25.6952,13.1,24.09,45.29,1551.5363,0.5316,6439.3176,2.2063,2246677911,0.77 ,11851140000.00 ,15.51 ,45271354800.00 ,20.15 ,,,,,,,,,,,,
314,白云机场,机场,广东,21.01,20.69,20.69,2017149.63,237159.34,682065.13,629792.56,3.04,0.569,6.86,2.32,20030428,517157.56,2.5,8.47,11.33,38.95,23.92,51871,600004,0.3236,0.0789,1.3487,0.2901,36.3402,8.08,23.92,38.9515,1176.7007,0.5686,4918.4892,2.3768,1591623105,0.77 ,14193340000.00 ,15.92 ,32928548800.00 ,20.69 ,,,,,,,,,,,,
