,年龄,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,月投资额,月余额
194,41.0,25434.13,2318.510833,8.0,5.0,12.0,1.0,17.0,10.0,14.04,8.0,606.48,28.611835,10000.0,399.1918538
195,42.0,8835.54,706.295,4.0,6.0,29.0,7.0,6.0,16.0,19.33,6.0,1961.73,26.44195523,10000.0,286.7190601
196,26.0,65017.26,5248.105,5.0,7.0,1553.0,4.0,10.0,9.0,7.1,1.0,978.14,29.42262476,121.553248,474.8653464
197,19.0,7842.3,528.525,10.0,10.0,21.0,8.0,37.0,15.0,23.06,9.0,3421.09,36.11239516,31.58892448,270.2938728
198,31.0,16892.1,1662.675,3.0,2.0,5.0,2.0,10.0,7.0,9.17,2.0,1063.31,24.0631783,223.8496842,207.1322102
199,17.0,60860.1,680.3558333,8.0,6.0,30.0,2.0,5.0,12.0,17.09,2368.0,2635.35,42.65365871,74.26193233,551.8589053
200,27.0,68561.31,5594.4425,6.0,5.0,12.0,2.0,30.0,14.0,10.72,8.0,93.67,27.3455573,74.38303829,667.039938
201,42.0,52384.83,4238.4025,9.0,5.0,20.0,7.0,52.0,10.0,19.29,9.0,1533.79,35.24208813,71.44655154,326.8769715
202,22.0,16083.84,1488.32,7.0,4.0,11.0,2.0,15.0,18.0,7.92,0.0,537.64,28.66181376,129.6541393,284.4910485
203,20.0,62475.57,5307.2975,7.0,7.0,28.0,5.0,25.0,15.0,8.52,11.0,3523.03,38.6540156,78.43022537,524.665568
204,54.0,30084.89,2375.074167,5.0,5.0,7.0,3.0,12.0,20.0,10.57,4.0,115.84,37.38439086,24.98924671,400.4210737
205,27.0,38076.6,3059.05,10.0,8.0,24.0,4.0,37.0,10.0,11.26,16.0,1575.34,29.19599192,79.24473992,346.3611259
206,25.0,9886.53,575.8775,8.0,3.0,3.0,4.0,20.0,10.0,1.84,5.0,102.46,23.60407388,38.46753964,269.0555848
207,49.0,9603.845,510.3204167,4.0,3.0,14.0,1.0,30.0,10.0,1.3,4.0,1451.72,34.11240817,27.15279059,308.61696
208,17.0,8083.14,922.595,4.0,7.0,15.0,7.0,23.0,6.0,14.2,8.0,1964.82,38.94851219,36.88958874,315.7532814
209,53.0,30269.71,2387.775996,6.0,5.0,7.0,3.0,17.0,19.0,1.9,0.0,838.05,33.47796732,72.98562687,418.0056628
210,21.0,75506.42,680.3558333,1.0,4.0,5.0,1.0,-2.0,3.0,3.44,7.0,1069.19,27.90330603,699.8725757,134.2439478
211,43.0,84907.68,6642.952277,3.0,5.0,8.0,3.0,12.0,9.0,5.8,4.0,16.18,33.24877563,82.5131549,720.1454743
212,21.0,18763.21,680.3558333,8.0,6.0,30.0,-100.0,18.0,10.0,8.22,12.0,2286.73,33.08334846,48.46766099,313.228423
213,25.0,29563.72,2704.643333,8.0,7.0,17.0,5.0,50.0,10.0,10.05,10.0,1736.34,37.44228321,68.29774836,379.613517
214,19.0,23107.74,1983.645,4.0,4.0,10.0,1.0,5.0,18.0,17.45,7.0,859.23,26.05951314,105.9545439,334.8063964
215,26.0,9622.625,905.8854167,5.0,5.0,16.0,5.0,8.0,10.0,8.52,5.0,1836.2,30.18308793,10000.0,274.1151556
216,16.0,33537.3,680.3558333,10.0,6.0,28.0,7.0,23.0,26.0,15.95,14.0,2502.26,22.85739426,298.7757978,111.9458994
217,36.0,14914.01,680.3558333,10.0,9.0,17.0,8.0,35.0,21.0,7.75,13.0,1357.22,29.23268733,131.2450918,219.2431341
218,29.0,19557.1,1423.758333,5.0,5.0,15.0,4.0,15.0,17.0,12.86,7.0,2002.24,30.49728508,136.9517508,241.7694756
219,44.0,61990.52,4900.876667,10.0,10.0,25.0,9.0,18.0,20.0,19.32,6.0,3618.91,31.74769397,125.3989718,249.545299
220,42.0,16287.14,1097.261667,8.0,5.0,26.0,2.0,13.0,17.0,17.39,6.0,1802.72,28.77615244,52.90685039,326.328844
221,16.0,18157.95,1291.1625,6.0,7.0,28.0,2.0,24.0,12.0,9.03,11.0,1795.88,35.15535095,78.82571906,318.328136
222,33.0,11550.325,947.5270833,5.0,7.0,15.0,2.0,22.0,16.0,1.46,2.0,689.44,35.21453046,10000.0,276.0749925
223,43.0,46066.06,3567.838333,7.0,7.0,8.0,-100.0,27.0,15.0,16.43,5.0,373.75,31.35589271,38.00695684,507.6173903
224,42.0,31645.66,2676.138333,4.0,4.0,4.0,2.0,25.0,14.0,8.6,4.0,807.06,32.94331516,10000.0,331.1105905
225,43.0,105774.57,8540.5475,5.0,321.0,16.0,2.0,25.0,11.0,15.38,4.0,582.13,27.56203916,128.4584024,816.9408159
226,26.0,92186.19,680.3558333,1.0,2.0,12.0,4.0,5.0,0.0,10.74,4.0,809.01,29.47034561,84.28051567,718.6400805
227,47.0,85953.88,7140.823333,3.0,3.0,16.0,4.0,23.0,20.0,15.55,9.0,649.07,33.13100428,737.4906529,37.34250598
228,27.0,92186.19,7487.1825,1.0,2.0,12.0,4.0,1.0,10.0,9.74,4.0,809.01,31.8113372,174.9193059,628.0012903
229,36.0,40341.38,3196.559142,6.0,6.0,4.0,3.0,6.0,18.0,5.79,1.0,1263.68,33.89232114,47.07296692,488.0236156
230,51.0,35516.68,2729.723333,0.0,2.0,6.0,4.0,14.0,7.0,6.65,2.0,981.33,32.45843523,85.63076386,351.4823031
231,17.0,8400.715,418.0595833,8.0,10.0,29.0,4.0,17.0,10.0,1.08,10.0,1414.23,29.97129234,10.83855857,251.3089971
232,43.0,124564.6,10207.38333,3.0,4.0,6.0,7.0,8.0,22.0,11.63,5.0,849.21,37.53153614,209.7765861,578.3693798
233,31.0,80213.4,6919.45,3.0,3.0,8.0,3.0,14.0,8.0,4.61,3.0,792.61,33.31393199,526.4061524,235.1881459
234,48.0,33153.69,3008.8075,4.0,5.0,1.0,1.0,8.0,1.0,7.37,4.0,565.94,34.45582112,135.6419011,404.7206338
235,26.0,90487.96,7330.663333,4.0,4.0,12.0,7.0,20.0,13.0,15.62,13.0,1416.61,25.66699632,195.2015907,315.5030512
236,40.0,28079.86,2103.988333,3.0,3.0,20.0,3.0,9.0,10.0,-2.49,3.0,577.91,38.10151808,53.1271018,338.7828016
237,45.0,17077.4,1583.116667,9.0,10.0,29.0,5.0,61.0,25.0,2.6,14.0,2577.55,27.91879262,111.8916829,272.2480966
238,27.0,14480.21,943.6841667,10.0,7.0,24.0,9.0,25.0,18.0,15.93,9.0,3873.09,37.88921616,91.03759875,238.7432511
239,46.0,81471.96,6763.33,6.0,6.0,25.0,5.0,19.0,13.0,27.09,6.0,2679.69,39.14046309,87.26288726,626.2123297
240,41.0,42708.16,3595.013333,0.0,4.0,9.0,-100.0,3.0,5.0,3.67,4.0,1314.73,34.61823332,31.71071677,512.3029753
241,43.0,43074.48,3315.54,7.0,5.0,10.0,4.0,21.0,10.0,16.31,4.0,2572.44,35.91580999,86.58904888,373.6296987
242,32.0,17455.36,1222.613333,7.0,10.0,1729.0,7.0,52.0,16.0,1.49,17.0,1657.79,24.59611706,80.07496079,273.3901516
243,35.0,9106.335,555.86125,4.0,5.0,9.0,6.0,15.0,18.0,16.23,8.0,2485.16,36.77309079,51.56568784,244.6361416
244,36.0,15845.47,680.3558333,5.0,10.0,26.0,6.0,25.0,16.0,16.12,12.0,1275.75,25.3122225,126.1719881,194.5341008
245,22.0,7415.08,815.9233333,5.0,6.0,14.0,6.0,9.0,8.0,11.06,7.0,583.56,32.97065793,58.26983607,286.311692
246,17.0,61627.35,680.3558333,8.0,6.0,26.0,7.0,8.0,8.0,17.57,13.0,2258.24,28.84994846,612.8609835,10.30550807
247,53.0,127708.48,10389.37333,7.0,3.0,13.0,3.0,11.0,20.0,8.52,1.0,1123.12,31.99600022,10000.0,795.8184227
248,28.0,28896.84,2151.07,7.0,7.0,30.0,5.0,51.0,19.0,12.25,7.0,2131.92,24.1932391,24.45258134,346.8591493
249,22.0,15134.06,1018.171667,7.0,7.0,29.0,7.0,38.0,16.0,4.03,9.0,2548.54,27.0750972,10000.0,266.1713375
250,16.0,72637.48,6064.123333,167.0,5.0,27.0,4.0,16.0,10.0,8.41,10.0,1933.9,27.06702689,279.3943154,412.5906625
251,20.0,55473.22,4598.768333,5.0,6.0,7.0,4.0,26.0,20.0,8.52,4.0,160.87,34.30446406,593.6249856,10.30550807
252,27.0,38491.94,3098.661667,5.0,7.0,18.0,4.0,15.0,9.0,7.31,4.0,1659.15,30.53031153,338.1115093,179.7433421
253,25.0,17887.47,1542.6225,1668.0,6.0,29.0,9.0,56.0,19.0,26.46,8.0,4804.76,24.37005079,10000.0,117.1994887
254,46.0,79716.94,680.3558333,0.0,4.0,6.0,1.0,15.0,10.0,8.63,4.0,1248.42,42.27670921,152.2231162,687.7773954
255,42.0,34374.28,2909.523333,5.0,7.0,15.0,7.0,22.0,16.0,8.52,8.0,1770.65,23.7307022,189.397091,223.8577166
256,24.0,50885.37,4452.4475,10.0,10.0,31.0,7.0,26.0,24.0,1.75,12.0,1919.77,33.81251453,109.6787118,301.576199
257,30.0,61883.44,680.3558333,9.0,7.0,27.0,8.0,53.0,22.0,18.18,7.0,4783.46,28.58920623,359.2999456,171.1569601
258,39.0,20975.94,1481.995,10.0,10.0,26.0,8.0,45.0,17.0,21.83,10.0,4787.13,30.64061153,99.95593159,213.4393092
259,25.0,16159.51,1363.625833,4.0,3.0,6.0,2.0,22.0,18.0,6.27,1.0,233.56,36.53729313,165.5709328,241.4200054
260,38.0,41176.49,680.3558333,0.0,4.0,11.0,2.0,4.0,4.0,1.5,5.0,46.05,27.8469787,167.4157934,402.8000336
261,20.0,175796.6,680.3558333,3.0,7.0,11.0,3.0,11.0,1.0,1.46,0.0,1202.31,35.7919133,110.2963565,1239.816378
262,26.0,81864.56,6882.046667,8.0,5.0,11.0,-100.0,6.0,17.0,16.07,5.0,1210.87,25.58724317,192.2573058,671.1396596
263,29.0,19220.61,1881.7175,6.0,7.0,30.0,6.0,47.0,22.0,2.21,10.0,2668.97,33.17398204,209.3273581,202.2946732
264,29.0,37551.78,3413.315,10.0,10.0,22.0,7.0,58.0,10.0,2.32,16.0,1577.79,32.83248758,163.4115634,285.7042944
265,49.0,30020.14,2179.297873,1.0,7.0,3.0,4.0,5.0,12.0,1.25,4.0,1292.34,35.01157338,41.63970302,352.7888767
266,38.0,73610.5,6136.208333,7.0,6.0,5.0,-100.0,18.0,8.0,10.3,8.0,291.67,27.23199115,404.5782657,244.3557619
267,18.0,59304.2,4972.016667,10.0,10.0,24.0,3.0,60.0,23.0,2.47,12.0,1945.03,33.97325222,169.4818622,500.8445226
268,41.0,116346.93,9814.5775,0.0,3.0,9.0,3.0,2.0,7.0,10.23,3.0,115.22,41.58255276,231.8293127,816.6271174
269,16.0,35075.0,3032.916667,6.0,3.0,9.0,5.0,9.0,13.0,7.63,7.0,1435.83,31.87836881,200.9769165,227.9317149
270,38.0,17898652.0,680.3558333,3.0,5.0,2.0,4.0,5.0,4.0,0.85,2.0,1438.9,27.07498366,60.45003196,322.2774042
271,28.0,12723.325,1183.277083,4.0,7.0,13.0,3.0,12.0,8.0,8.81,4.0,387.78,23.8470146,121.310284,247.7471593
272,33.0,28108.17,2591.3475,3.0,4.0,18.0,4.0,30.0,12.0,12.9,7.0,597.44,34.66094219,155.77776,316.175002
273,30.0,7084.365,710.36375,6.0,6.0,27.0,7.0,23.0,16.0,17.3,4.0,1293.67,26.95005106,83.80539756,250.4728532
274,31.0,20022.29,1607.524167,7.0,6.0,21.0,7.0,29.0,19.0,11.4,7.0,4697.06,22.73252541,115.7543231,234.1540895
275,45.0,15428.39,1405.699167,8.0,8.0,30.0,2.0,23.0,26.0,13.92,13.0,2664.61,34.88557467,10000.0,365.7927553
276,46.0,14834.445,1082.20375,0.0,7.0,2.0,-100.0,10.0,3.0,6.51,3.0,1442.35,31.86539951,85.81205106,272.2788784
277,17.0,82329.56,6765.796667,5.0,3.0,15.0,2.0,13.0,10.0,9.49,8.0,66.36,38.1687463,183.1221949,681.3914562
278,33.0,158848.76,13006.39667,1.0,7.0,9.0,2.0,6.0,0.0,9.32,3.0,344.42,35.41065331,153.2801024,1241.845925
279,38.0,60082.77,5125.8975,8.0,5.0,15.0,6.0,50.0,20.0,20.68,7.0,3040.88,29.67178457,657.5901787,10.30550807
280,54.0,41821.27,3430.105833,5.0,4.0,11.0,2.0,1.0,11.0,9.45,0.0,791.51,30.71955139,158.1580334,381.6153091
281,27.0,83722.16,7270.846667,3.0,3.0,1.0,3.0,0.0,6.0,10.9,4.0,964.15,42.05453583,147.6179087,661.4960086
282,20.0,56192.32,4676.693333,10.0,6.0,21.0,8.0,45.0,10.0,9.07,7.0,3777.1,39.88393251,76.7442985,358.7346356
283,33.0,35376.32,680.3558333,8.0,3.0,19.0,3.0,12.0,17.0,15.14,7.0,1166.47,34.78417245,57.83548953,405.6505068
284,20.0,78208.96,680.3558333,8.0,5.0,9.0,-100.0,23.0,7.0,11.2,5.0,1419.42,34.4178054,141.3006834,573.8630578
285,23.0,69014.48,5467.206667,10.0,6.0,25.0,7.0,43.0,1614.0,14.28,12.0,2313.63,37.57878531,173.8578889,332.722432
286,25.0,18393.51,1689.693737,9.0,10.0,29.0,5.0,55.0,17.0,21.02,10.0,2604.09,30.67401548,137.6311694,244.4431494
287,-500.0,16157.79,680.3558333,6.0,4.0,9.0,7.0,8.0,10.0,13.54,5.0,1665.02,36.29415494,32.19403047,274.9191686
288,19.0,82684.62,6603.385,4.0,5.0,6.0,1.0,4.0,10.0,5.8,3.0,944.15,22.53974754,807.9357623,96.45310668
289,51.0,89177.01,7517.4175,6.0,6.0,8.0,4.0,4.0,16.0,5.82,3.0,347.15,30.21655837,323.3132792,415.3838248
290,49.0,16221.07,1510.755833,0.0,3.0,3.0,2.0,6.0,6.0,5.39,2.0,197.05,33.28934181,120.1654494,291.6581384
291,30.0,40984.4,3655.366667,3.0,5.0,7.0,2.0,25.0,4.0,9.0,4.0,292.09,33.9712715,10000.0,473.2050371
292,43.0,92807.49,7862.9575,1.0,6.0,3480.0,2.0,15.0,10.0,8.52,0.0,1393.25,34.60609591,320.2506864,614.6784572
293,34.0,31506.9,680.3558333,6.0,10.0,34.0,7.0,54.0,15.0,16.75,7.0,1612.7,30.90492352,144.2040648,274.9295952
294,14.0,36681.48,2999.79,7.0,10.0,20.0,6.0,35.0,18.0,13.78,15.0,2352.66,33.35910684,70.47184789,316.3996603
295,31.0,60348.92,680.3558333,6.0,6.0,13.0,2.0,4.0,16.0,8.53,1.0,1134.8,26.63211859,661.9110563,67.81622637
296,49.0,71660.3,5674.691667,4.0,7.0,6.0,1.0,6.0,19.0,4.86,0.0,1409.25,34.49393603,542.0485714,266.0860963
297,43.0,147292.28,680.3558333,4.0,3.0,16.0,4.0,30.0,17.0,7.61,4.0,1133.79,36.35172586,189.6109776,1040.262498
298,43.0,33199.8,2326.690764,7.0,10.0,22.0,6.0,26.0,18.0,12.0,15.0,1935.68,30.31634362,83.18633284,336.248644
299,19.0,73737.36,5936.78,7.0,3.0,18.0,4.0,15.0,20.0,13.92,2.0,1219.39,33.0159281,424.0584112,244.8061256
300,25.0,22244.25,2007.6875,0.0,5.0,12.0,1.0,-1.0,7.0,0.03,3.0,1431.94,31.4163683,92.94701448,381.5946877
301,44.0,15928.75,680.3558333,9.0,9.0,24.0,4.0,21.0,22.0,8.26,15.0,2240.56,38.80272638,10000.0,314.7169842
302,42.0,15811.83,1527.6525,5.0,6.0,6.0,6.0,26.0,16.0,11.25,5.0,171.8,34.62913949,92.61861573,277.6619682
303,37.0,28638.97,2592.580833,7.0,6.0,6.0,3.0,12.0,13.0,4.34,0.0,149.92,37.481986,54.30725233,376.0625206
304,22.0,28174.7,2259.891667,7.0,6.0,15.0,2.0,18.0,10.0,8.91,9.0,2053.1,28.27147384,198.6816568,275.0960328
305,30.0,33439.39,680.3558333,8.0,6.0,6.0,4.0,6.0,12.0,8.52,3.0,372.17,28.53336095,71.45830382,419.2980911
306,16.0,33515.8,2628.983333,8.0,9.0,30.0,6.0,60.0,17.0,6.6,14.0,1883.15,23.34796244,301.2690906,159.9647472
307,51.0,123388.83,680.3558333,1.0,4.0,3.0,2.0,13.0,10.0,5.24,0.0,869.62,32.84286688,422.0787582,774.155841
308,40.0,16451.96,1243.996667,8.0,5.0,27.0,6.0,53.0,17.0,19.9,8.0,3137.43,34.31588834,53.21918571,289.5686203
309,44.0,35618.39,680.3558333,4.0,4.0,3223.0,7.0,7.0,17.0,9.89,7.0,1320.37,31.82570099,295.0385075,139.1789822
310,23.0,14672.87,680.3558333,9.0,10.0,28.0,4.0,38.0,10.0,21.81,10.0,2174.83,29.56543369,91.06773693,278.4365748
311,38.0,10152.935,748.0779167,6.0,3.0,16.0,6.0,17.0,14.0,15.61,7.0,2183.27,39.55900843,28.30552584,276.2976125
312,18.0,4528840.0,1311.7325,5.0,6.0,7.0,4.0,13.0,12.0,12.63,6.0,976.94,28.56756407,60.09989881,328.0179167
313,40.0,33751.27,2948.605833,5.0,5.0,20.0,3.0,16.0,20.0,11.0,4.0,1328.93,30.90808063,70.13107792,399.7213311
314,47.0,90729.48,7299.79,4.0,4.0,15.0,3.0,20.0,9.0,0.93,3.0,46.92,29.43639257,234.5290155,562.1387727
315,54.0,78113.56,6486.463333,0.0,4.0,9.0,2.0,7.0,10.0,10.28,2.0,978.3,35.99029883,157.932269,627.3158575
316,41.0,16716.53,1519.044167,10.0,8.0,16.0,8.0,33.0,16.0,18.51,6.0,4116.03,38.94301503,106.425321,255.8167216
317,41.0,47422.23,4077.8525,8.0,8.0,19.0,4.0,21.0,10.0,4.19,10.0,1298.18,34.8791412,136.7203947,390.6071029
318,45.0,31877.72,2571.476667,3.0,6.0,20.0,1.0,24.0,13.0,1.46,4.0,886.59,27.72329189,271.35502,253.9982714
319,37.0,132552.16,680.3558333,3.0,6.0,11.0,1.0,4.0,6.0,5.32,3.0,789.03,43.0241517,217.3505227,1054.971003
320,42.0,50243.22,680.3558333,83.0,3.0,19.0,3.0,16.0,14.0,14.19,2.0,1161.1,34.44685512,49.15362522,538.7406405
321,26.0,19841.34,680.3558333,10.0,8.0,22.0,5.0,16.0,18.0,28.44,12.0,4355.7,34.91840086,29.27666783,326.0137099
322,17.0,46586.79,3823.2325,5.0,5.0,27.0,5.0,30.0,5.0,15.51,10.0,1740.2,29.13142863,137.65603,352.1376442
323,37.0,9728.58,636.715,6.0,6.0,5.0,-100.0,12.0,13.0,15.49,6.0,1382.42,31.04282526,58.7399228,271.2943813
324,20.0,66914.37,5331.1975,8.0,6.0,19.0,4.0,14.0,19.0,4.72,4.0,181.41,30.24118527,77.17960143,491.017839
325,19.0,77519.04,6184.92,6.0,6.0,23.0,7.0,31.0,16.0,13.57,6.0,3343.32,33.14215337,291.6287748,256.1819464
326,51.0,93847.86,7599.655,3.0,4.0,12.0,3.0,14.0,8.0,11.52,1.0,1405.22,25.75102188,258.5797422,554.6590559
327,20.0,61235.6,4870.966667,0.0,5.0,7.0,-100.0,10.0,3.0,11.42,2.0,71.52,41.96960973,235.232905,514.2091619
328,34.0,67408.06,5813.338333,5.0,3.0,6.0,3.0,11.0,7.0,9.74,3.0,960.09,27.85720457,192.812496,479.2386986
329,52.0,43249.78,3538.148333,5.0,5.0,5.0,3.0,8.0,2.0,11.43,5.0,1475.99,29.13494234,456.9218508,89.63468713
330,22.0,41806.16,3564.846667,2.0,7.0,7.0,1.0,7.0,1706.0,8.04,3.0,300.61,30.17715091,226.6727871,367.9471975
331,30.0,130393.96,680.3558333,4.0,6.0,9.0,1.0,11.0,15.0,7.39,1.0,719.76,30.70468943,498.7238124,760.7467705
332,22.0,12860.695,680.3558333,4.0,7.0,5.0,1.0,22.0,19.0,7.51,4.0,809.86,23.7734917,53.43238288,363.1154967
333,50.0,111674.25,9212.1875,2.0,6.0,1.0,4.0,28.0,0.0,10.24,3.0,135.2,37.35477002,574.0043031,393.3969357
334,27.0,86765.12,7492.426667,3.0,3.0,10.0,2.0,18.0,8.0,6.84,1.0,948.25,33.10082258,227.0231168,661.2634102
335,41.0,84373.32,7035.11,2.0,5.0,2.0,-100.0,14.0,0.0,3.82,0.0,1390.19,25.47838715,461.7420857,428.5377362
336,15.0,9243.765,564.31375,9.0,8.0,19.0,2.0,54.0,20.0,4.1,6.0,1459.06,34.98355264,37.21504116,295.5334405
337,43.0,19818.56,1801.546667,7.0,9.0,24.0,9.0,13.0,22.0,21.7,6.0,4534.32,29.01448782,35.09944088,263.9400777
338,37.0,75503.88,6513.99,3.0,5.0,15.0,2.0,23.0,15.0,17.02,5.0,1427.65,39.97872387,127.0311621,638.6458491
339,29.0,22709.37,2115.4475,6.0,5.0,19.0,2.0,21.0,8.0,17.62,3.0,412.53,35.15921724,72.24419837,363.8617715
340,45.0,51200.46,4108.705,7.0,9.0,22.0,5.0,52.0,27.0,8.15,7.0,4126.76,29.20619192,124.9715386,384.3966907
341,19.0,35416.64,3091.386667,8.0,4.0,7.0,1.0,21.0,15.0,11.18,8.0,671.17,27.43588562,89.15621468,442.3509174
342,40.0,67712.26,5480.688333,5.0,2.0,11.0,1.0,10.0,9.0,7.35,1.0,625.53,38.81487904,67.87816743,689.4854399
343,18.0,14439.78,959.315,1257.0,4.0,16.0,3.0,16.0,22.0,14.85,5.0,455.46,38.15184708,125.4979569,240.2618415
344,17.0,74346.44,6134.536667,7.0,10.0,25.0,8.0,62.0,18.0,6.52,15.0,2684.09,30.2311158,77.59476206,472.3856332
345,29.0,31276.27,2540.355833,7.0,4.0,14.0,1.0,6.0,10.0,7.68,1.0,1275.06,39.8991092,106.2428297,381.4652874
346,-500.0,19358.37,1658.1975,7.0,10.0,15.0,5.0,22.0,24.0,21.41,9.0,1486.17,31.46333682,155.2955426,229.5387747
347,43.0,63876.28,5325.023333,6.0,5.0,27.0,5.0,28.0,10.0,23.51,16.0,3886.33,40.04136346,277.9435446,384.3544691
348,6121.0,58464.06,4655.005,5.0,6.0,2.0,4.0,-3.0,11.0,10.14,0.0,56.59,38.06572071,185.8162544,357.9453514
349,42.0,14144.48,1206.706667,7.0,9.0,16.0,6.0,20.0,19.0,4.93,17.0,2537.18,23.30359425,136.6564757,226.4080291
350,44.0,31287.48,2858.29,10.0,5.0,22.0,8.0,36.0,18.0,25.93,6.0,4712.1,30.54757445,158.7772575,267.553276
351,44.0,33226.58,2928.881667,6.0,4.0,12.0,7.0,9.0,10.0,17.26,4.0,2090.35,39.93853823,349.9382103,64.52781703
352,30.0,84659.22,6757.935,8.0,5.0,6.0,1.0,27.0,13.0,9.55,4.0,704.53,35.19547609,600.8897065,287.866065
353,32.0,171399.84,14098.32,4.0,3.0,6.0,1.0,8.0,0.0,8.61,3.0,1306.63,47.10340881,391.5542968,1166.410557
354,40.0,16321.82,1566.151667,8.0,10.0,23.0,7.0,54.0,10.0,8.4,12.0,2686.37,36.97055668,158.485669,188.7063324
355,17.0,10119.76,1067.313333,10.0,6.0,31.0,4.0,53.0,23.0,7.16,11.0,1388.38,34.65894242,10000.0,299.6347149
356,18.0,36933.77,3324.814167,4.0,6.0,8.0,254.0,13.0,10.0,6.65,1.0,185.39,25.9013043,67.88328846,441.7337543
357,26.0,35384.0,680.3558333,9.0,6.0,32.0,9.0,30.0,17.0,3.43,8.0,4161.42,35.61647026,10000.0,224.0537213
358,3439.0,16596.385,1659.032083,8.0,5.0,8.0,4.0,26.0,19.0,9.98,0.0,1411.25,31.70152952,73.77591352,346.4828035
359,46.0,12434.24,855.1866667,6.0,1420.0,15.0,2.0,10.0,15.0,12.42,0.0,768.69,32.72408082,87.99905114,276.2750861
360,21.0,132273.75,10800.8125,5.0,4.0,4.0,2.0,1.0,5.0,8.52,3.0,827.64,31.37803062,234.5797588,950.800179
361,15.0,19648.09,680.3558333,7.0,3.0,14.0,4.0,17.0,16.0,9.0,7.0,2052.35,35.21515581,10000.0,311.7793789
362,30.0,17569.87,1216.155833,7.0,3.0,19.0,6.0,24.0,16.0,14.21,12.0,1625.87,27.49665642,23.76316042,292.2051629
363,41.0,7451.97,463.9975,10.0,6.0,29.0,5.0,46.0,20.0,9.41,9.0,1428.75,36.74554733,10000.0,264.2958524
364,54.0,28087.16,680.3558333,3.0,2.0,11.0,1.0,14.0,5.0,10.68,4.0,1447.48,27.24694693,177.8422884,324.0326088
365,25.0,104616.9,8481.075,7.0,6.0,14.0,4.0,16.0,10.0,1.59,4.0,1417.84,29.90188257,106.8924863,647.1166701
366,22.0,37467.18,2920.265,6.0,7.0,34.0,6.0,32.0,21.0,6.34,8.0,2607.0,27.90952904,268.9663922,175.7244575
367,33.0,29101.2,2709.1,8.0,10.0,28.0,-100.0,48.0,13.0,5.96,7.0,1334.81,25.57395378,128.5878105,389.0332057
368,40.0,41073.26,680.3558333,8.0,10.0,25.0,3.0,56.0,17.0,6.22,12.0,2446.32,32.8572179,472.8863945,98.56396782
369,55.0,89384.91,7658.7425,1.0,3.0,10.0,-100.0,9.0,6.0,15.54,5.0,1041.11,38.13644809,156.3597136,740.9795861
370,33.0,16046.46,680.3558333,4.0,4.0,19.0,3.0,20.0,8.0,17.38,6.0,1925.94,38.96504587,120.8450677,244.0263307
371,38.0,88069.62,7552.135,1.0,7.0,5.0,3.0,5.0,8.0,6.72,2.0,1096.06,22.88027762,719.4126775,174.3114134
372,24.0,114695.44,9612.953333,2.0,7.0,4.0,4.0,18.0,4.0,4.98,1.0,1016.14,35.18006845,318.0772154,552.4739301
373,41.0,61756.52,5312.376667,9.0,5.0,33.0,4.0,43.0,20.0,-3.65,6.0,1854.48,32.79127276,219.3673261,435.2903933
374,52.0,27172.31,680.3558333,7.0,6.0,19.0,1.0,27.0,14.0,10.62,0.0,1235.92,37.70359641,51.47984708,395.7164907
375,21.0,15150.72,1336.56,7.0,5.0,14.0,6.0,19.0,16.0,14.58,4.0,1672.2,38.660233,72.37771525,259.8242298
376,46.0,43543.72,3476.643333,3.0,3.0,7.0,1.0,3.0,0.0,6.7,1.0,189.81,28.59246077,255.9352513,328.2910396
377,32.0,41655.16,680.3558333,3.0,4.0,5.0,2.0,31.0,20.0,5.72,4.0,1240.64,23.80921455,135.5638168,421.8500072
378,44.0,12821.845,840.4870833,7.0,6.0,17.0,1.0,13.0,17.0,2.76,2.0,1475.23,25.18371421,23.71758181,330.1196328
379,28.0,125982.48,10235.54,4.0,5.0,1.0,4.0,2.0,3.0,7.44,2.0,1274.76,34.44187858,801.8756486,243.9391179
380,35.0,94739.7,7838.975,3.0,7.0,3.0,1.0,15.0,4.0,6.14,1.0,1413.38,28.69318215,72.81064149,878.1980384
381,31.0,8819.74,866.9783333,9.0,8.0,20.0,6.0,37.0,10.0,29.26,6.0,4084.61,35.82288173,65.27328699,289.219869
382,21.0,124419.66,10221.305,3.0,4.0,11.0,4.0,13.0,8.0,3.12,0.0,923.85,39.6747794,460.327041,497.6219234
383,21.0,16603.43,1205.619167,8.0,10.0,30.0,3.0,26.0,9.0,19.81,16.0,2056.83,41.34469313,10000.0,266.2753185
384,44.0,25703.34,1935.945,3.0,4.0,16.0,1.0,11.0,14.0,12.64,3.0,42.6,33.75630913,28.88950881,397.9842523
385,31.0,27676.16,2449.346667,3.0,7.0,2.0,2.0,29.0,8.0,8.52,2.0,1216.47,31.62779103,162.401444,309.4316232
386,40.0,29079.95,2654.329167,3.0,4.0,14.0,4.0,28.0,8.0,9.4,2.0,1234.91,34.81016205,56.08709494,381.2320087
387,35.0,19328.71,1480.725833,3.0,5.0,2.0,2.0,7.0,3.0,7.27,3.0,160.03,26.2288494,174.5484338,237.6493192
